sensor_id,name,email,phone,sensor_type,location,status,message,notif_type
309,User 309,user309@mail.com,+380991110309,DoorSensor,Room 10,inactive,Notification message 309,info
310,User 310,user310@mail.com,+380991110310,SmokeSensor,Room 45,inactive,Notification message 310,info
311,User 311,user311@mail.com,+380991110311,MotionSensor,Room 20,inactive,Notification message 311,alarm
312,User 312,user312@mail.com,+380991110312,SmokeSensor,Room 30,inactive,Notification message 312,info
313,User 313,user313@mail.com,+380991110313,DoorSensor,Room 49,inactive,Notification message 313,warning
314,User 314,user314@mail.com,+380991110314,MotionSensor,Room 35,active,Notification message 314,warning
315,User 315,user315@mail.com,+380991110315,DoorSensor,Room 43,active,Notification message 315,warning
316,User 316,user316@mail.com,+380991110316,DoorSensor,Room 12,active,Notification message 316,warning
317,User 317,user317@mail.com,+380991110317,MotionSensor,Room 3,active,Notification message 317,info
318,User 318,user318@mail.com,+380991110318,MotionSensor,Room 29,inactive,Notification message 318,warning
319,User 319,user319@mail.com,+380991110319,SmokeSensor,Room 23,inactive,Notification message 319,info
320,User 320,user320@mail.com,+380991110320,MotionSensor,Room 37,inactive,Notification message 320,warning
321,User 321,user321@mail.com,+380991110321,SmokeSensor,Room 34,inactive,Notification message 321,alarm
322,User 322,user322@mail.com,+380991110322,MotionSensor,Room 44,inactive,Notification message 322,warning
323,User 323,user323@mail.com,+380991110323,SmokeSensor,Room 6,active,Notification message 323,alarm
324,User 324,user324@mail.com,+380991110324,MotionSensor,Room 38,active,Notification message 324,alarm
325,User 325,user325@mail.com,+380991110325,MotionSensor,Room 8,active,Notification message 325,info
326,User 326,user326@mail.com,+380991110326,DoorSensor,Room 48,active,Notification message 326,warning
327,User 327,user327@mail.com,+380991110327,DoorSensor,Room 7,active,Notification message 327,warning
328,User 328,user328@mail.com,+380991110328,SmokeSensor,Room 22,inactive,Notification message 328,warning
329,User 329,user329@mail.com,+380991110329,DoorSensor,Room 38,active,Notification message 329,info
330,User 330,user330@mail.com,+380991110330,SmokeSensor,Room 21,inactive,Notification message 330,alarm
331,User 331,user331@mail.com,+380991110331,SmokeSensor,Room 24,active,Notification message 331,alarm
332,User 332,user332@mail.com,+380991110332,SmokeSensor,Room 35,active,Notification message 332,alarm
333,User 333,user333@mail.com,+380991110333,SmokeSensor,Room 34,inactive,Notification message 333,alarm
334,User 334,user334@mail.com,+380991110334,MotionSensor,Room 8,active,Notification message 334,info
335,User 335,user335@mail.com,+380991110335,SmokeSensor,Room 3,active,Notification message 335,info
336,User 336,user336@mail.com,+380991110336,DoorSensor,Room 20,active,Notification message 336,info
337,User 337,user337@mail.com,+380991110337,MotionSensor,Room 5,active,Notification message 337,alarm
338,User 338,user338@mail.com,+380991110338,DoorSensor,Room 22,inactive,Notification message 338,alarm
339,User 339,user339@mail.com,+380991110339,SmokeSensor,Room 15,active,Notification message 339,info
340,User 340,user340@mail.com,+380991110340,DoorSensor,Room 11,active,Notification message 340,alarm
341,User 341,user341@mail.com,+380991110341,SmokeSensor,Room 47,inactive,Notification message 341,info
342,User 342,user342@mail.com,+380991110342,SmokeSensor,Room 31,active,Notification message 342,alarm
343,User 343,user343@mail.com,+380991110343,DoorSensor,Room 15,inactive,Notification message 343,alarm
344,User 344,user344@mail.com,+380991110344,SmokeSensor,Room 8,inactive,Notification message 344,info
345,User 345,user345@mail.com,+380991110345,MotionSensor,Room 15,active,Notification message 345,info
346,User 346,user346@mail.com,+380991110346,MotionSensor,Room 23,active,Notification message 346,warning
347,User 347,user347@mail.com,+380991110347,DoorSensor,Room 19,active,Notification message 347,warning
348,User 348,user348@mail.com,+380991110348,MotionSensor,Room 36,active,Notification message 348,alarm
349,User 349,user349@mail.com,+380991110349,SmokeSensor,Room 9,active,Notification message 349,info
350,User 350,user350@mail.com,+380991110350,DoorSensor,Room 45,inactive,Notification message 350,info
351,User 351,user351@mail.com,+380991110351,SmokeSensor,Room 38,active,Notification message 351,alarm
352,User 352,user352@mail.com,+380991110352,DoorSensor,Room 18,inactive,Notification message 352,warning
353,User 353,user353@mail.com,+380991110353,SmokeSensor,Room 19,active,Notification message 353,info
354,User 354,user354@mail.com,+380991110354,MotionSensor,Room 11,active,Notification message 354,warning
355,User 355,user355@mail.com,+380991110355,SmokeSensor,Room 14,inactive,Notification message 355,warning
356,User 356,user356@mail.com,+380991110356,SmokeSensor,Room 29,active,Notification message 356,warning
357,User 357,user357@mail.com,+380991110357,DoorSensor,Room 22,inactive,Notification message 357,warning
358,User 358,user358@mail.com,+380991110358,DoorSensor,Room 34,inactive,Notification message 358,info
359,User 359,user359@mail.com,+380991110359,MotionSensor,Room 21,active,Notification message 359,info
360,User 360,user360@mail.com,+380991110360,SmokeSensor,Room 50,active,Notification message 360,info
361,User 361,user361@mail.com,+380991110361,DoorSensor,Room 34,inactive,Notification message 361,info
362,User 362,user362@mail.com,+380991110362,SmokeSensor,Room 34,active,Notification message 362,alarm
363,User 363,user363@mail.com,+380991110363,SmokeSensor,Room 19,active,Notification message 363,alarm
364,User 364,user364@mail.com,+380991110364,DoorSensor,Room 25,active,Notification message 364,alarm
365,User 365,user365@mail.com,+380991110365,DoorSensor,Room 24,inactive,Notification message 365,alarm
366,User 366,user366@mail.com,+380991110366,MotionSensor,Room 36,active,Notification message 366,warning
367,User 367,user367@mail.com,+380991110367,DoorSensor,Room 19,inactive,Notification message 367,alarm
368,User 368,user368@mail.com,+380991110368,DoorSensor,Room 3,inactive,Notification message 368,warning
369,User 369,user369@mail.com,+380991110369,DoorSensor,Room 21,inactive,Notification message 369,alarm
370,User 370,user370@mail.com,+380991110370,MotionSensor,Room 38,active,Notification message 370,warning
371,User 371,user371@mail.com,+380991110371,DoorSensor,Room 19,inactive,Notification message 371,info
372,User 372,user372@mail.com,+380991110372,MotionSensor,Room 3,active,Notification message 372,warning
373,User 373,user373@mail.com,+380991110373,DoorSensor,Room 31,active,Notification message 373,warning
374,User 374,user374@mail.com,+380991110374,MotionSensor,Room 35,active,Notification message 374,info
375,User 375,user375@mail.com,+380991110375,SmokeSensor,Room 25,inactive,Notification message 375,info
376,User 376,user376@mail.com,+380991110376,MotionSensor,Room 48,inactive,Notification message 376,alarm
377,User 377,user377@mail.com,+380991110377,DoorSensor,Room 37,inactive,Notification message 377,alarm
378,User 378,user378@mail.com,+380991110378,MotionSensor,Room 31,inactive,Notification message 378,info
379,User 379,user379@mail.com,+380991110379,MotionSensor,Room 35,active,Notification message 379,alarm
380,User 380,user380@mail.com,+380991110380,MotionSensor,Room 50,inactive,Notification message 380,info
381,User 381,user381@mail.com,+380991110381,SmokeSensor,Room 42,active,Notification message 381,info
382,User 382,user382@mail.com,+380991110382,SmokeSensor,Room 1,inactive,Notification message 382,info
383,User 383,user383@mail.com,+380991110383,MotionSensor,Room 47,inactive,Notification message 383,alarm
384,User 384,user384@mail.com,+380991110384,MotionSensor,Room 41,active,Notification message 384,info
385,User 385,user385@mail.com,+380991110385,MotionSensor,Room 9,inactive,Notification message 385,alarm
386,User 386,user386@mail.com,+380991110386,DoorSensor,Room 39,active,Notification message 386,info
387,User 387,user387@mail.com,+380991110387,SmokeSensor,Room 30,inactive,Notification message 387,warning
388,User 388,user388@mail.com,+380991110388,DoorSensor,Room 22,active,Notification message 388,warning
389,User 389,user389@mail.com,+380991110389,SmokeSensor,Room 4,active,Notification message 389,alarm
390,User 390,user390@mail.com,+380991110390,SmokeSensor,Room 40,inactive,Notification message 390,alarm
391,User 391,user391@mail.com,+380991110391,DoorSensor,Room 25,inactive,Notification message 391,warning
392,User 392,user392@mail.com,+380991110392,SmokeSensor,Room 2,active,Notification message 392,warning
393,User 393,user393@mail.com,+380991110393,MotionSensor,Room 41,inactive,Notification message 393,alarm
394,User 394,user394@mail.com,+380991110394,MotionSensor,Room 29,inactive,Notification message 394,warning
395,User 395,user395@mail.com,+380991110395,MotionSensor,Room 6,active,Notification message 395,info
396,User 396,user396@mail.com,+380991110396,MotionSensor,Room 16,inactive,Notification message 396,info
397,User 397,user397@mail.com,+380991110397,MotionSensor,Room 13,active,Notification message 397,info
398,User 398,user398@mail.com,+380991110398,DoorSensor,Room 7,active,Notification message 398,alarm
399,User 399,user399@mail.com,+380991110399,MotionSensor,Room 34,active,Notification message 399,alarm
400,User 400,user400@mail.com,+380991110400,SmokeSensor,Room 32,active,Notification message 400,warning
401,User 401,user401@mail.com,+380991110401,SmokeSensor,Room 30,inactive,Notification message 401,warning
402,User 402,user402@mail.com,+380991110402,MotionSensor,Room 12,inactive,Notification message 402,alarm
403,User 403,user403@mail.com,+380991110403,MotionSensor,Room 18,active,Notification message 403,alarm
404,User 404,user404@mail.com,+380991110404,SmokeSensor,Room 9,inactive,Notification message 404,warning
405,User 405,user405@mail.com,+380991110405,MotionSensor,Room 42,inactive,Notification message 405,warning
406,User 406,user406@mail.com,+380991110406,MotionSensor,Room 43,inactive,Notification message 406,alarm
407,User 407,user407@mail.com,+380991110407,MotionSensor,Room 16,active,Notification message 407,warning
408,User 408,user408@mail.com,+380991110408,MotionSensor,Room 28,inactive,Notification message 408,info
409,User 409,user409@mail.com,+380991110409,SmokeSensor,Room 30,inactive,Notification message 409,warning
410,User 410,user410@mail.com,+380991110410,DoorSensor,Room 1,active,Notification message 410,alarm
411,User 411,user411@mail.com,+380991110411,DoorSensor,Room 50,inactive,Notification message 411,alarm
412,User 412,user412@mail.com,+380991110412,SmokeSensor,Room 8,inactive,Notification message 412,warning
413,User 413,user413@mail.com,+380991110413,MotionSensor,Room 33,active,Notification message 413,alarm
414,User 414,user414@mail.com,+380991110414,SmokeSensor,Room 22,inactive,Notification message 414,warning
415,User 415,user415@mail.com,+380991110415,MotionSensor,Room 17,inactive,Notification message 415,info
416,User 416,user416@mail.com,+380991110416,MotionSensor,Room 45,active,Notification message 416,alarm
417,User 417,user417@mail.com,+380991110417,SmokeSensor,Room 21,active,Notification message 417,info
418,User 418,user418@mail.com,+380991110418,DoorSensor,Room 22,inactive,Notification message 418,info
419,User 419,user419@mail.com,+380991110419,MotionSensor,Room 18,inactive,Notification message 419,warning
420,User 420,user420@mail.com,+380991110420,DoorSensor,Room 38,active,Notification message 420,warning
421,User 421,user421@mail.com,+380991110421,MotionSensor,Room 49,active,Notification message 421,alarm
422,User 422,user422@mail.com,+380991110422,MotionSensor,Room 6,active,Notification message 422,alarm
423,User 423,user423@mail.com,+380991110423,MotionSensor,Room 50,inactive,Notification message 423,alarm
424,User 424,user424@mail.com,+380991110424,DoorSensor,Room 23,inactive,Notification message 424,warning
425,User 425,user425@mail.com,+380991110425,SmokeSensor,Room 4,inactive,Notification message 425,alarm
426,User 426,user426@mail.com,+380991110426,DoorSensor,Room 30,inactive,Notification message 426,info
427,User 427,user427@mail.com,+380991110427,SmokeSensor,Room 1,active,Notification message 427,warning
428,User 428,user428@mail.com,+380991110428,DoorSensor,Room 18,inactive,Notification message 428,info
429,User 429,user429@mail.com,+380991110429,DoorSensor,Room 30,active,Notification message 429,alarm
430,User 430,user430@mail.com,+380991110430,MotionSensor,Room 20,inactive,Notification message 430,info
431,User 431,user431@mail.com,+380991110431,SmokeSensor,Room 49,active,Notification message 431,alarm
432,User 432,user432@mail.com,+380991110432,DoorSensor,Room 33,inactive,Notification message 432,alarm
433,User 433,user433@mail.com,+380991110433,SmokeSensor,Room 4,inactive,Notification message 433,warning
434,User 434,user434@mail.com,+380991110434,DoorSensor,Room 34,inactive,Notification message 434,warning
435,User 435,user435@mail.com,+380991110435,MotionSensor,Room 38,active,Notification message 435,info
436,User 436,user436@mail.com,+380991110436,MotionSensor,Room 1,inactive,Notification message 436,alarm
437,User 437,user437@mail.com,+380991110437,SmokeSensor,Room 30,active,Notification message 437,warning
438,User 438,user438@mail.com,+380991110438,MotionSensor,Room 26,active,Notification message 438,warning
439,User 439,user439@mail.com,+380991110439,MotionSensor,Room 22,active,Notification message 439,info
440,User 440,user440@mail.com,+380991110440,SmokeSensor,Room 34,active,Notification message 440,warning
441,User 441,user441@mail.com,+380991110441,SmokeSensor,Room 30,active,Notification message 441,alarm
442,User 442,user442@mail.com,+380991110442,DoorSensor,Room 26,active,Notification message 442,info
443,User 443,user443@mail.com,+380991110443,DoorSensor,Room 25,active,Notification message 443,warning
444,User 444,user444@mail.com,+380991110444,MotionSensor,Room 26,active,Notification message 444,warning
445,User 445,user445@mail.com,+380991110445,MotionSensor,Room 13,active,Notification message 445,info
446,User 446,user446@mail.com,+380991110446,DoorSensor,Room 47,active,Notification message 446,alarm
447,User 447,user447@mail.com,+380991110447,SmokeSensor,Room 48,active,Notification message 447,alarm
448,User 448,user448@mail.com,+380991110448,MotionSensor,Room 46,active,Notification message 448,info
449,User 449,user449@mail.com,+380991110449,SmokeSensor,Room 21,active,Notification message 449,warning
450,User 450,user450@mail.com,+380991110450,MotionSensor,Room 33,active,Notification message 450,info
451,User 451,user451@mail.com,+380991110451,SmokeSensor,Room 4,inactive,Notification message 451,alarm
452,User 452,user452@mail.com,+380991110452,MotionSensor,Room 50,inactive,Notification message 452,warning
453,User 453,user453@mail.com,+380991110453,DoorSensor,Room 43,inactive,Notification message 453,alarm
454,User 454,user454@mail.com,+380991110454,SmokeSensor,Room 26,inactive,Notification message 454,info
455,User 455,user455@mail.com,+380991110455,SmokeSensor,Room 20,inactive,Notification message 455,warning
456,User 456,user456@mail.com,+380991110456,MotionSensor,Room 28,inactive,Notification message 456,warning
457,User 457,user457@mail.com,+380991110457,DoorSensor,Room 27,inactive,Notification message 457,alarm
458,User 458,user458@mail.com,+380991110458,SmokeSensor,Room 34,active,Notification message 458,info
459,User 459,user459@mail.com,+380991110459,MotionSensor,Room 16,inactive,Notification message 459,info
460,User 460,user460@mail.com,+380991110460,SmokeSensor,Room 3,active,Notification message 460,warning
461,User 461,user461@mail.com,+380991110461,MotionSensor,Room 43,active,Notification message 461,warning
462,User 462,user462@mail.com,+380991110462,SmokeSensor,Room 46,inactive,Notification message 462,alarm
463,User 463,user463@mail.com,+380991110463,DoorSensor,Room 37,inactive,Notification message 463,alarm
464,User 464,user464@mail.com,+380991110464,MotionSensor,Room 4,inactive,Notification message 464,info
465,User 465,user465@mail.com,+380991110465,DoorSensor,Room 21,inactive,Notification message 465,info
466,User 466,user466@mail.com,+380991110466,MotionSensor,Room 27,inactive,Notification message 466,info
467,User 467,user467@mail.com,+380991110467,DoorSensor,Room 38,active,Notification message 467,warning
468,User 468,user468@mail.com,+380991110468,DoorSensor,Room 6,inactive,Notification message 468,alarm
469,User 469,user469@mail.com,+380991110469,SmokeSensor,Room 9,active,Notification message 469,info
470,User 470,user470@mail.com,+380991110470,SmokeSensor,Room 21,inactive,Notification message 470,warning
471,User 471,user471@mail.com,+380991110471,MotionSensor,Room 40,inactive,Notification message 471,warning
472,User 472,user472@mail.com,+380991110472,MotionSensor,Room 7,inactive,Notification message 472,warning
473,User 473,user473@mail.com,+380991110473,MotionSensor,Room 36,active,Notification message 473,info
474,User 474,user474@mail.com,+380991110474,SmokeSensor,Room 19,active,Notification message 474,warning
475,User 475,user475@mail.com,+380991110475,MotionSensor,Room 13,inactive,Notification message 475,alarm
476,User 476,user476@mail.com,+380991110476,DoorSensor,Room 11,active,Notification message 476,alarm
477,User 477,user477@mail.com,+380991110477,SmokeSensor,Room 29,active,Notification message 477,info
478,User 478,user478@mail.com,+380991110478,SmokeSensor,Room 40,active,Notification message 478,info
479,User 479,user479@mail.com,+380991110479,SmokeSensor,Room 20,active,Notification message 479,info
480,User 480,user480@mail.com,+380991110480,SmokeSensor,Room 34,active,Notification message 480,alarm
481,User 481,user481@mail.com,+380991110481,SmokeSensor,Room 9,active,Notification message 481,warning
482,User 482,user482@mail.com,+380991110482,MotionSensor,Room 23,inactive,Notification message 482,warning
483,User 483,user483@mail.com,+380991110483,SmokeSensor,Room 25,active,Notification message 483,alarm
484,User 484,user484@mail.com,+380991110484,MotionSensor,Room 29,inactive,Notification message 484,alarm
485,User 485,user485@mail.com,+380991110485,DoorSensor,Room 32,active,Notification message 485,warning
486,User 486,user486@mail.com,+380991110486,MotionSensor,Room 35,inactive,Notification message 486,alarm
487,User 487,user487@mail.com,+380991110487,MotionSensor,Room 4,inactive,Notification message 487,info
488,User 488,user488@mail.com,+380991110488,DoorSensor,Room 1,inactive,Notification message 488,warning
489,User 489,user489@mail.com,+380991110489,MotionSensor,Room 34,active,Notification message 489,alarm
490,User 490,user490@mail.com,+380991110490,MotionSensor,Room 49,active,Notification message 490,info
491,User 491,user491@mail.com,+380991110491,DoorSensor,Room 27,active,Notification message 491,alarm
492,User 492,user492@mail.com,+380991110492,SmokeSensor,Room 43,active,Notification message 492,warning
493,User 493,user493@mail.com,+380991110493,SmokeSensor,Room 36,active,Notification message 493,info
494,User 494,user494@mail.com,+380991110494,MotionSensor,Room 20,inactive,Notification message 494,alarm
495,User 495,user495@mail.com,+380991110495,MotionSensor,Room 5,active,Notification message 495,warning
496,User 496,user496@mail.com,+380991110496,DoorSensor,Room 20,active,Notification message 496,warning
497,User 497,user497@mail.com,+380991110497,DoorSensor,Room 14,active,Notification message 497,warning
498,User 498,user498@mail.com,+380991110498,MotionSensor,Room 17,active,Notification message 498,warning
499,User 499,user499@mail.com,+380991110499,MotionSensor,Room 22,inactive,Notification message 499,alarm
500,User 500,user500@mail.com,+380991110500,SmokeSensor,Room 6,active,Notification message 500,alarm
501,User 501,user501@mail.com,+380991110501,DoorSensor,Room 33,active,Notification message 501,warning
502,User 502,user502@mail.com,+380991110502,MotionSensor,Room 10,inactive,Notification message 502,warning
503,User 503,user503@mail.com,+380991110503,SmokeSensor,Room 41,inactive,Notification message 503,warning
504,User 504,user504@mail.com,+380991110504,DoorSensor,Room 31,inactive,Notification message 504,warning
505,User 505,user505@mail.com,+380991110505,DoorSensor,Room 42,inactive,Notification message 505,info
506,User 506,user506@mail.com,+380991110506,DoorSensor,Room 32,active,Notification message 506,info
507,User 507,user507@mail.com,+380991110507,DoorSensor,Room 21,active,Notification message 507,alarm
508,User 508,user508@mail.com,+380991110508,MotionSensor,Room 3,active,Notification message 508,alarm
509,User 509,user509@mail.com,+380991110509,DoorSensor,Room 43,active,Notification message 509,info
510,User 510,user510@mail.com,+380991110510,SmokeSensor,Room 30,inactive,Notification message 510,info
511,User 511,user511@mail.com,+380991110511,MotionSensor,Room 26,active,Notification message 511,info
512,User 512,user512@mail.com,+380991110512,SmokeSensor,Room 35,active,Notification message 512,info
513,User 513,user513@mail.com,+380991110513,MotionSensor,Room 34,active,Notification message 513,info
514,User 514,user514@mail.com,+380991110514,MotionSensor,Room 36,inactive,Notification message 514,alarm
515,User 515,user515@mail.com,+380991110515,SmokeSensor,Room 1,inactive,Notification message 515,alarm
516,User 516,user516@mail.com,+380991110516,SmokeSensor,Room 37,inactive,Notification message 516,info
517,User 517,user517@mail.com,+380991110517,SmokeSensor,Room 49,active,Notification message 517,warning
518,User 518,user518@mail.com,+380991110518,DoorSensor,Room 40,active,Notification message 518,alarm
519,User 519,user519@mail.com,+380991110519,MotionSensor,Room 22,inactive,Notification message 519,alarm
520,User 520,user520@mail.com,+380991110520,MotionSensor,Room 24,inactive,Notification message 520,alarm
521,User 521,user521@mail.com,+380991110521,DoorSensor,Room 37,inactive,Notification message 521,alarm
522,User 522,user522@mail.com,+380991110522,MotionSensor,Room 19,active,Notification message 522,info
523,User 523,user523@mail.com,+380991110523,MotionSensor,Room 36,active,Notification message 523,warning
524,User 524,user524@mail.com,+380991110524,MotionSensor,Room 21,inactive,Notification message 524,warning
525,User 525,user525@mail.com,+380991110525,SmokeSensor,Room 15,active,Notification message 525,warning
526,User 526,user526@mail.com,+380991110526,SmokeSensor,Room 1,active,Notification message 526,warning
527,User 527,user527@mail.com,+380991110527,SmokeSensor,Room 25,inactive,Notification message 527,info
528,User 528,user528@mail.com,+380991110528,DoorSensor,Room 46,active,Notification message 528,alarm
529,User 529,user529@mail.com,+380991110529,MotionSensor,Room 46,inactive,Notification message 529,info
530,User 530,user530@mail.com,+380991110530,DoorSensor,Room 11,active,Notification message 530,warning
531,User 531,user531@mail.com,+380991110531,DoorSensor,Room 16,active,Notification message 531,info
532,User 532,user532@mail.com,+380991110532,SmokeSensor,Room 49,active,Notification message 532,warning
533,User 533,user533@mail.com,+380991110533,MotionSensor,Room 17,inactive,Notification message 533,info
534,User 534,user534@mail.com,+380991110534,DoorSensor,Room 40,inactive,Notification message 534,warning
535,User 535,user535@mail.com,+380991110535,DoorSensor,Room 21,active,Notification message 535,warning
536,User 536,user536@mail.com,+380991110536,DoorSensor,Room 46,active,Notification message 536,warning
537,User 537,user537@mail.com,+380991110537,DoorSensor,Room 20,inactive,Notification message 537,alarm
538,User 538,user538@mail.com,+380991110538,MotionSensor,Room 33,active,Notification message 538,warning
539,User 539,user539@mail.com,+380991110539,SmokeSensor,Room 34,inactive,Notification message 539,info
540,User 540,user540@mail.com,+380991110540,DoorSensor,Room 16,active,Notification message 540,alarm
541,User 541,user541@mail.com,+380991110541,MotionSensor,Room 39,active,Notification message 541,warning
542,User 542,user542@mail.com,+380991110542,SmokeSensor,Room 10,active,Notification message 542,warning
543,User 543,user543@mail.com,+380991110543,DoorSensor,Room 3,inactive,Notification message 543,alarm
544,User 544,user544@mail.com,+380991110544,MotionSensor,Room 49,inactive,Notification message 544,info
545,User 545,user545@mail.com,+380991110545,MotionSensor,Room 28,inactive,Notification message 545,warning
546,User 546,user546@mail.com,+380991110546,SmokeSensor,Room 11,active,Notification message 546,warning
547,User 547,user547@mail.com,+380991110547,MotionSensor,Room 48,active,Notification message 547,alarm
548,User 548,user548@mail.com,+380991110548,MotionSensor,Room 47,inactive,Notification message 548,warning
549,User 549,user549@mail.com,+380991110549,DoorSensor,Room 10,active,Notification message 549,warning
550,User 550,user550@mail.com,+380991110550,DoorSensor,Room 42,active,Notification message 550,alarm
551,User 551,user551@mail.com,+380991110551,SmokeSensor,Room 1,active,Notification message 551,alarm
552,User 552,user552@mail.com,+380991110552,SmokeSensor,Room 34,active,Notification message 552,warning
553,User 553,user553@mail.com,+380991110553,DoorSensor,Room 38,inactive,Notification message 553,info
554,User 554,user554@mail.com,+380991110554,SmokeSensor,Room 31,active,Notification message 554,info
555,User 555,user555@mail.com,+380991110555,DoorSensor,Room 5,active,Notification message 555,alarm
556,User 556,user556@mail.com,+380991110556,DoorSensor,Room 40,active,Notification message 556,alarm
557,User 557,user557@mail.com,+380991110557,DoorSensor,Room 47,active,Notification message 557,alarm
558,User 558,user558@mail.com,+380991110558,MotionSensor,Room 5,inactive,Notification message 558,warning
559,User 559,user559@mail.com,+380991110559,SmokeSensor,Room 25,inactive,Notification message 559,alarm
560,User 560,user560@mail.com,+380991110560,MotionSensor,Room 32,active,Notification message 560,info
561,User 561,user561@mail.com,+380991110561,MotionSensor,Room 36,active,Notification message 561,warning
562,User 562,user562@mail.com,+380991110562,DoorSensor,Room 28,inactive,Notification message 562,warning
563,User 563,user563@mail.com,+380991110563,DoorSensor,Room 32,active,Notification message 563,alarm
564,User 564,user564@mail.com,+380991110564,MotionSensor,Room 39,active,Notification message 564,alarm
565,User 565,user565@mail.com,+380991110565,MotionSensor,Room 35,inactive,Notification message 565,warning
566,User 566,user566@mail.com,+380991110566,DoorSensor,Room 26,inactive,Notification message 566,alarm
567,User 567,user567@mail.com,+380991110567,SmokeSensor,Room 18,active,Notification message 567,info
568,User 568,user568@mail.com,+380991110568,MotionSensor,Room 5,active,Notification message 568,warning
569,User 569,user569@mail.com,+380991110569,DoorSensor,Room 20,active,Notification message 569,warning
570,User 570,user570@mail.com,+380991110570,MotionSensor,Room 19,inactive,Notification message 570,info
571,User 571,user571@mail.com,+380991110571,DoorSensor,Room 49,inactive,Notification message 571,alarm
572,User 572,user572@mail.com,+380991110572,MotionSensor,Room 29,active,Notification message 572,info
573,User 573,user573@mail.com,+380991110573,SmokeSensor,Room 49,inactive,Notification message 573,info
574,User 574,user574@mail.com,+380991110574,DoorSensor,Room 7,inactive,Notification message 574,info
575,User 575,user575@mail.com,+380991110575,SmokeSensor,Room 47,inactive,Notification message 575,alarm
576,User 576,user576@mail.com,+380991110576,DoorSensor,Room 4,inactive,Notification message 576,alarm
577,User 577,user577@mail.com,+380991110577,SmokeSensor,Room 37,active,Notification message 577,info
578,User 578,user578@mail.com,+380991110578,DoorSensor,Room 36,inactive,Notification message 578,info
579,User 579,user579@mail.com,+380991110579,MotionSensor,Room 18,active,Notification message 579,alarm
580,User 580,user580@mail.com,+380991110580,SmokeSensor,Room 27,inactive,Notification message 580,warning
581,User 581,user581@mail.com,+380991110581,SmokeSensor,Room 4,active,Notification message 581,alarm
582,User 582,user582@mail.com,+380991110582,SmokeSensor,Room 6,inactive,Notification message 582,info
583,User 583,user583@mail.com,+380991110583,MotionSensor,Room 38,inactive,Notification message 583,info
584,User 584,user584@mail.com,+380991110584,MotionSensor,Room 4,inactive,Notification message 584,warning
585,User 585,user585@mail.com,+380991110585,DoorSensor,Room 4,active,Notification message 585,alarm
586,User 586,user586@mail.com,+380991110586,SmokeSensor,Room 26,inactive,Notification message 586,info
587,User 587,user587@mail.com,+380991110587,SmokeSensor,Room 2,inactive,Notification message 587,alarm
588,User 588,user588@mail.com,+380991110588,MotionSensor,Room 30,inactive,Notification message 588,info
589,User 589,user589@mail.com,+380991110589,DoorSensor,Room 38,inactive,Notification message 589,warning
590,User 590,user590@mail.com,+380991110590,SmokeSensor,Room 4,inactive,Notification message 590,info
591,User 591,user591@mail.com,+380991110591,SmokeSensor,Room 42,active,Notification message 591,warning
592,User 592,user592@mail.com,+380991110592,MotionSensor,Room 30,inactive,Notification message 592,warning
593,User 593,user593@mail.com,+380991110593,SmokeSensor,Room 19,active,Notification message 593,warning
594,User 594,user594@mail.com,+380991110594,SmokeSensor,Room 17,active,Notification message 594,info
595,User 595,user595@mail.com,+380991110595,MotionSensor,Room 40,active,Notification message 595,alarm
596,User 596,user596@mail.com,+380991110596,DoorSensor,Room 22,inactive,Notification message 596,alarm
597,User 597,user597@mail.com,+380991110597,SmokeSensor,Room 41,active,Notification message 597,warning
598,User 598,user598@mail.com,+380991110598,DoorSensor,Room 2,inactive,Notification message 598,info
599,User 599,user599@mail.com,+380991110599,DoorSensor,Room 41,inactive,Notification message 599,info
600,User 600,user600@mail.com,+380991110600,SmokeSensor,Room 5,active,Notification message 600,warning
601,User 601,user601@mail.com,+380991110601,SmokeSensor,Room 34,inactive,Notification message 601,info
602,User 602,user602@mail.com,+380991110602,MotionSensor,Room 6,active,Notification message 602,warning
603,User 603,user603@mail.com,+380991110603,DoorSensor,Room 14,active,Notification message 603,warning
604,User 604,user604@mail.com,+380991110604,DoorSensor,Room 24,active,Notification message 604,alarm
605,User 605,user605@mail.com,+380991110605,SmokeSensor,Room 24,active,Notification message 605,alarm
606,User 606,user606@mail.com,+380991110606,DoorSensor,Room 32,inactive,Notification message 606,info
607,User 607,user607@mail.com,+380991110607,SmokeSensor,Room 2,active,Notification message 607,info
608,User 608,user608@mail.com,+380991110608,MotionSensor,Room 41,active,Notification message 608,info
609,User 609,user609@mail.com,+380991110609,MotionSensor,Room 6,inactive,Notification message 609,warning
610,User 610,user610@mail.com,+380991110610,DoorSensor,Room 18,active,Notification message 610,info
611,User 611,user611@mail.com,+380991110611,MotionSensor,Room 4,active,Notification message 611,alarm
612,User 612,user612@mail.com,+380991110612,SmokeSensor,Room 15,active,Notification message 612,alarm
613,User 613,user613@mail.com,+380991110613,DoorSensor,Room 34,active,Notification message 613,warning
614,User 614,user614@mail.com,+380991110614,DoorSensor,Room 33,inactive,Notification message 614,info
615,User 615,user615@mail.com,+380991110615,DoorSensor,Room 6,active,Notification message 615,warning
616,User 616,user616@mail.com,+380991110616,DoorSensor,Room 33,active,Notification message 616,alarm
